deviceId;pozo;actividad;tipo_tuberia;tipo llave;conexion;tipo_conexion;fecha_hora_inicio;tiempo_cuna_cuna;torque_aplicado
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;29;sencillos ;2025-12-05 19:36:17;2,33;3859
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;30;sencillos ;2025-12-05 19:38:37;2,4;3864
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;31;sencillos ;2025-12-05 19:41:01;2,53;3877
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;32;sencillos ;2025-12-05 19:43:33;2,27;3873
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;33;sencillos ;2025-12-05 19:45:49;2,33;3857
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;34;sencillos ;2025-12-05 19:48:09;3,07;3864
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;35;sencillos ;2025-12-05 19:51:13;2,47;3878
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;36;sencillos ;2025-12-05 19:53:41;2,47;3853
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;37;sencillos ;2025-12-05 19:56:09;2,47;3884
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;38;sencillos ;2025-12-05 19:58:37;2,47;3887
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;39;sencillos ;2025-12-05 20:01:05;2,47;3873
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;40;sencillos ;2025-12-05 20:03:33;2,68;3874
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;41;sencillos ;2025-12-05 20:06:14;3,67;3866
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;42;sencillos ;2025-12-05 20:09:54;2,53;3851
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;43;sencillos ;2025-12-05 20:12:26;2,53;3874
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;44;sencillos ;2025-12-05 20:14:58;2,6;3975
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;45;sencillos ;2025-12-05 20:17:34;2,47;3874
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;46;sencillos ;2025-12-05 20:20:02;3,07;3856
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;47;sencillos ;2025-12-05 20:23:06;2,73;3866
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;48;sencillos ;2025-12-05 20:25:50;3,2;3852
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;49;sencillos ;2025-12-05 20:29:02;24,27;3870
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;50;sencillos ;2025-12-05 20:53:18;2,53;3907
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;51;sencillos ;2025-12-05 20:55:50;3,33;3893
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;52;sencillos ;2025-12-05 20:59:10;2,47;3902
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;53;sencillos ;2025-12-05 21:01:38;2,4;3890
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;54;sencillos ;2025-12-05 21:04:02;2,27;3919
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;55;sencillos ;2025-12-05 21:06:18;2,6;3889
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;56;sencillos ;2025-12-05 21:08:54;2,6;3879
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;57;sencillos ;2025-12-05 21:11:30;2,53;3887
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;58;sencillos ;2025-12-05 21:14:02;2,55;3891
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;59;sencillos ;2025-12-05 21:16:35;2,53;3885
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;60;sencillos ;2025-12-05 21:19:07;2,33;3882
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;61;sencillos ;2025-12-05 21:21:27;2,47;3884
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;62;sencillos ;2025-12-05 21:23:55;2,53;3888
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;63;sencillos ;2025-12-05 21:26:27;2,47;3885
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;64;sencillos ;2025-12-05 21:28:55;2,53;3873
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;65;sencillos ;2025-12-05 21:31:27;2,53;3882
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;66;sencillos ;2025-12-05 21:33:59;3;3876
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;67;sencillos ;2025-12-05 21:36:59;2,67;3884
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;68;sencillos ;2025-12-05 21:39:39;2,47;3877
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;69;sencillos ;2025-12-05 21:42:07;52,42;3875
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;70;sencillos ;2025-12-05 22:34:32;4,98;3923
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;71;sencillos ;2025-12-05 22:39:31;2,8;3080
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;72;sencillos ;2025-12-05 22:42:19;2,47;3082
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;73;sencillos ;2025-12-05 22:44:47;6,4;3079
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;74;sencillos ;2025-12-05 22:51:11;2,67;2927
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;75;sencillos ;2025-12-05 22:53:51;4,4;2784
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;76;sencillos ;2025-12-05 22:58:15;4,2;2961
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;77;sencillos ;2025-12-05 23:02:27;2,6;3714
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;78;sencillos ;2025-12-05 23:05:03;2,67;3634
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;79;sencillos ;2025-12-05 23:07:43;3,07;3517
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;80;sencillos ;2025-12-05 23:10:47;2,53;3206
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;81;sencillos ;2025-12-05 23:13:19;2,73;3202
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;82;sencillos ;2025-12-05 23:16:03;4,07;3063
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;83;sencillos ;2025-12-05 23:20:07;3,2;3119
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;84;sencillos ;2025-12-05 23:23:19;4,33;3361
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;85;sencillos ;2025-12-05 23:27:39;2,6;3001
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;86;sencillos ;2025-12-05 23:30:15;2,93;3110
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;87;sencillos ;2025-12-05 23:33:11;6,42;3126
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;88;sencillos ;2025-12-05 23:39:36;3,73;3319
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;89;sencillos ;2025-12-05 23:43:20;51;3084
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;90;sencillos ;2025-12-06 00:34:20;2,47;3293
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;91;sencillos ;2025-12-06 00:36:48;3,87;3230
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;92;sencillos ;2025-12-06 00:40:40;2,53;3173
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;93;sencillos ;2025-12-06 00:43:12;3,02;3284
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;94;sencillos ;2025-12-06 00:46:13;2,67;3167
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;95;sencillos ;2025-12-06 00:48:53;3,67;3150
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;96;sencillos ;2025-12-06 00:52:33;2,8;3216
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;97;sencillos ;2025-12-06 00:55:21;3,33;3182
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;98;sencillos ;2025-12-06 00:58:41;5,53;3196
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;99;sencillos ;2025-12-06 01:04:13;2,93;3083
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;100;sencillos ;2025-12-06 01:07:09;3,53;3886
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;101;sencillos ;2025-12-06 01:10:41;4,73;3026
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;102;sencillos ;2025-12-06 01:15:25;3,13;2966
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;103;sencillos ;2025-12-06 01:18:33;4,2;3121
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;104;sencillos ;2025-12-06 01:22:45;2,47;3196
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;105;sencillos ;2025-12-06 01:25:13;5,2;3875
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;106;sencillos ;2025-12-06 01:30:25;2,4;3713
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;107;sencillos ;2025-12-06 01:32:49;3,07;3177
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;108;sencillos ;2025-12-06 01:35:53;2,67;3915
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;109;sencillos ;2025-12-06 01:38:33;2,8;3123
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;110;sencillos ;2025-12-06 01:41:21;3,27;3085
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;111;sencillos ;2025-12-06 01:44:37;2,8;3870
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;112;sencillos ;2025-12-06 01:47:25;2,47;3179
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;113;sencillos ;2025-12-06 01:49:53;2,67;2888
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;114;sencillos ;2025-12-06 01:52:33;3,02;3784
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;115;sencillos ;2025-12-06 01:55:34;2,47;3055
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;116;sencillos ;2025-12-06 01:58:02;4,67;3131
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;117;sencillos ;2025-12-06 02:02:42;27,07;3082
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;118;sencillos ;2025-12-06 02:29:46;3,6;2960
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;119;sencillos ;2025-12-06 02:33:22;2,6;2885
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;120;sencillos ;2025-12-06 02:35:58;3;2895
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;121;sencillos ;2025-12-06 02:38:58;2,47;2981
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;122;sencillos ;2025-12-06 02:41:26;3,4;3199
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;123;sencillos ;2025-12-06 02:44:50;2,67;2972
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;124;sencillos ;2025-12-06 02:47:30;8,07;3082
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;125;sencillos ;2025-12-06 02:55:34;3,13;3083
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;126;sencillos ;2025-12-06 02:58:42;2,47;2853
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;127;sencillos ;2025-12-06 03:01:10;3,42;2992
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;128;sencillos ;2025-12-06 03:04:35;2,73;3377
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;129;sencillos ;2025-12-06 03:07:19;2,53;3038
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;130;sencillos ;2025-12-06 03:09:51;3,33;3179
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;131;sencillos ;2025-12-06 03:13:11;4,93;2922
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;132;sencillos ;2025-12-06 03:18:07;2,33;2877
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;133;sencillos ;2025-12-06 03:20:27;3,4;3087
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;134;sencillos ;2025-12-06 03:23:51;4,87;3002
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;135;sencillos ;2025-12-06 03:28:43;46,55;3111
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;136;sencillos ;2025-12-06 04:15:16;2,47;3129
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;137;sencillos ;2025-12-06 04:17:44;2,73;3176
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;138;sencillos ;2025-12-06 04:20:28;3;3210
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;139;sencillos ;2025-12-06 04:23:28;2,47;3067
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;140;sencillos ;2025-12-06 04:25:56;2,4;3042
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;141;sencillos ;2025-12-06 04:28:20;2,73;3104
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;142;sencillos ;2025-12-06 04:31:04;2,27;3064
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;143;sencillos ;2025-12-06 04:33:20;2,47;2990
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;144;sencillos ;2025-12-06 04:35:48;2,2;3148
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;145;sencillos ;2025-12-06 04:38:00;2,47;3185
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;146;sencillos ;2025-12-06 04:40:28;3;3133
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;147;sencillos ;2025-12-06 04:43:28;3,2;3313
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;148;sencillos ;2025-12-06 04:46:40;4,93;3044
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;149;sencillos ;2025-12-06 04:51:36;2,53;3118
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;150;sencillos ;2025-12-06 04:54:08;2,33;2959
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;151;sencillos ;2025-12-06 04:56:28;2,33;3031
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;152;sencillos ;2025-12-06 04:58:48;2,6;2946
